count_1,routine_flg,period,campaign_name_入会費半額,campaign_name_入会費無料,class_name_オールタイム,class_name_デイタイム,gender_F
1,1,20,0,0,0,0,0
3,1,18,1,0,1,0,0
2,0,7,1,0,0,1,0
3,1,22,0,0,0,0,1
2,0,3,0,0,0,0,1
9,0,0,0,1,1,0,0
3,0,3,0,0,1,0,0
3,0,7,1,0,0,1,0
1,1,7,1,0,1,0,1
4,1,3,0,0,0,0,1
3,0,2,0,0,1,0,1
1,1,18,1,0,0,0,0
10,0,0,0,1,0,1,1
3,1,7,1,0,1,0,1
1,0,5,0,0,0,0,1
6,1,4,0,0,0,0,0
4,1,4,0,0,1,0,0
3,1,6,1,0,0,1,0
1,1,7,1,0,1,0,0
1,0,3,0,0,1,0,0
8,0,0,0,1,0,0,0
2,1,10,0,0,0,0,0
5,1,5,0,0,1,0,1
1,0,7,1,0,1,0,1
2,1,6,1,0,1,0,1
3,1,8,0,1,1,0,1
1,1,11,0,0,1,0,1
3,1,5,0,0,1,0,0
5,1,16,0,0,1,0,1
3,1,6,1,0,1,0,0
4,1,7,1,0,1,0,1
5,1,8,0,1,0,0,0
3,0,8,0,1,1,0,1
3,1,8,0,1,1,0,1
3,1,16,0,0,0,0,0
5,1,18,1,0,1,0,0
6,0,1,0,0,1,0,0
2,0,1,0,0,1,0,0
5,0,2,0,0,0,0,0
4,1,19,0,0,1,0,1
5,1,21,0,0,0,1,1
2,1,6,1,0,1,0,0
4,1,6,1,0,1,0,0
3,1,10,0,0,0,1,1
3,1,8,0,1,0,0,1
3,1,7,1,0,0,0,0
6,1,20,0,0,0,0,0
3,1,7,1,0,0,1,1
9,1,0,0,1,0,0,0
4,1,10,0,0,1,0,0
2,1,17,1,0,1,0,1
5,1,17,1,0,1,0,0
3,1,4,0,0,0,0,0
5,1,7,1,0,0,0,0
3,1,14,0,0,1,0,1
2,1,6,1,0,0,1,0
8,0,0,0,1,0,0,0
3,1,6,1,0,1,0,0
4,1,21,0,0,0,1,0
9,0,0,0,1,1,0,1
5,0,4,0,0,1,0,0
5,0,1,0,0,1,0,0
1,0,7,1,0,1,0,0
3,1,13,0,1,1,0,1
3,1,12,0,0,0,0,1
2,1,19,0,0,0,1,1
3,1,12,0,0,0,1,1
3,1,14,0,0,0,1,1
3,1,7,1,0,0,1,1
2,1,7,1,0,1,0,0
3,1,14,0,0,1,0,0
6,1,18,1,0,0,0,0
3,0,9,0,1,1,0,0
3,0,4,0,0,0,1,1
3,1,11,0,0,0,1,1
5,1,5,0,0,1,0,1
3,1,16,0,0,1,0,0
1,1,7,1,0,1,0,0
6,1,3,0,0,0,0,0
4,1,6,0,0,1,0,1
8,1,0,0,0,0,1,1
2,0,9,0,1,0,1,1
3,0,2,0,0,1,0,0
3,1,19,1,0,1,0,0
10,0,0,0,0,0,1,1
3,1,9,0,1,1,0,0
4,1,1,0,1,1,0,0
2,1,6,0,0,0,1,1
6,0,4,0,0,1,0,0
2,1,11,0,0,1,0,1
2,1,22,0,0,0,1,1
5,0,7,1,0,1,0,1
4,1,6,0,0,1,0,0
2,0,5,0,0,1,0,0
2,1,2,0,0,1,0,0
2,1,8,1,0,0,1,1
2,1,9,0,1,0,0,0
3,1,9,0,1,0,0,0
2,1,6,0,0,1,0,0
3,1,7,1,0,1,0,0
12,0,0,0,0,1,0,0
3,1,7,1,0,1,0,1
1,1,5,0,0,1,0,0
5,1,6,0,0,1,0,0
4,1,7,1,0,1,0,1
1,1,7,1,0,0,1,0
1,1,9,0,1,1,0,1
1,1,6,0,0,0,0,0
5,1,8,1,0,1,0,0
1,1,4,0,0,1,0,1
1,1,9,0,1,0,0,0
1,1,4,0,0,0,1,1
4,1,9,0,1,1,0,1
5,1,5,0,0,1,0,1
3,1,8,1,0,1,0,1
3,1,5,0,0,0,1,1
2,1,5,0,0,1,0,1
3,0,3,0,0,0,0,0
2,1,12,0,0,1,0,0
7,0,1,0,1,0,1,1
4,0,2,0,0,1,0,0
3,1,7,1,0,1,0,0
4,1,4,0,0,1,0,1
6,1,9,1,0,0,0,1
4,1,9,0,1,0,1,1
4,1,7,1,0,0,1,1
2,1,3,0,0,0,0,1
4,1,8,1,0,0,1,1
3,0,3,0,0,0,0,0
5,0,6,0,0,0,1,0
2,1,1,0,1,1,0,0
6,1,7,1,0,1,0,0
4,1,17,0,0,1,0,1
5,0,1,0,1,1,0,0
9,0,0,0,0,0,1,1
5,1,1,0,1,0,1,1
3,1,9,1,0,1,0,1
5,1,9,0,1,0,0,1
7,0,1,0,1,1,0,0
2,1,11,0,0,1,0,0
5,1,8,1,0,1,0,0
5,1,5,0,0,0,0,0
3,1,9,0,1,1,0,1
4,0,1,0,1,1,0,0
11,1,0,0,0,1,0,0
3,1,6,0,0,1,0,1
2,1,7,1,0,0,0,0
2,1,11,0,0,1,0,0
4,0,3,0,0,1,0,1
2,1,6,0,0,0,1,1
5,1,9,0,1,1,0,1
4,1,10,0,1,1,0,0
4,0,6,0,0,0,0,0
3,1,9,0,1,1,0,0
4,1,6,0,0,0,0,0
4,1,15,0,0,1,0,1
2,1,9,0,1,1,0,0
3,1,8,1,0,0,0,0
8,1,0,0,0,1,0,1
3,0,8,1,0,1,0,0
4,1,4,0,0,1,0,0
4,1,6,0,0,1,0,1
3,1,7,1,0,1,0,0
2,1,8,1,0,0,0,0
3,1,5,0,0,0,0,0
2,1,12,0,0,0,1,1
2,1,7,1,0,1,0,0
5,1,15,0,0,0,0,0
2,1,7,1,0,1,0,0
7,1,6,0,0,0,0,1
3,0,4,0,0,0,0,0
7,0,0,0,0,0,0,0
2,1,7,1,0,0,0,0
1,1,8,1,0,0,0,0
5,1,5,0,0,1,0,1
4,1,19,1,0,1,0,1
2,0,2,0,0,1,0,0
3,0,5,0,0,1,0,1
4,1,3,0,0,0,0,0
3,1,8,1,0,1,0,0
2,0,11,0,0,0,0,1
6,0,1,0,1,0,0,0
3,0,1,0,1,0,1,1
3,1,11,0,0,0,1,1
3,1,7,1,0,1,0,0
4,1,14,0,0,0,1,1
8,1,2,0,0,1,0,0
6,1,31,0,0,1,0,0
7,1,1,0,0,1,0,1
6,1,21,0,0,0,1,1
2,1,31,0,0,0,0,0
3,1,26,0,0,0,0,0
3,1,43,0,0,0,1,1
5,1,24,0,0,0,1,1
4,1,24,0,0,0,0,0
5,1,41,0,0,1,0,1
4,1,15,1,0,1,0,1
7,1,43,0,0,0,1,1
9,1,5,0,0,1,0,0
6,1,15,0,0,1,0,0
3,1,33,0,0,1,0,1
6,1,29,0,0,1,0,1
8,1,21,0,0,1,0,0
7,1,18,0,0,1,0,0
7,1,6,1,0,0,0,0
8,1,9,0,0,1,0,1
5,1,13,0,0,1,0,0
1,1,30,0,0,0,0,0
8,1,0,0,0,0,0,1
4,1,28,0,0,1,0,0
3,1,27,0,0,1,0,1
6,1,23,0,0,1,0,1
5,1,16,0,0,0,0,0
5,1,32,0,0,0,0,0
8,1,12,0,0,1,0,1
11,1,2,0,0,0,1,1
8,1,7,0,0,0,1,1
7,1,33,0,0,1,0,0
4,1,20,0,0,0,1,1
9,1,2,1,0,1,0,0
3,1,41,0,0,0,0,1
8,1,5,0,0,0,0,0
5,1,38,0,0,1,0,0
3,1,31,0,0,0,1,0
7,1,1,1,0,0,1,1
4,1,28,0,0,1,0,0
7,1,13,0,0,1,0,0
9,1,4,1,0,1,0,0
5,1,21,0,0,0,1,1
4,1,21,0,0,1,0,1
7,1,19,0,0,1,0,1
7,1,28,0,0,1,0,0
3,1,36,0,0,1,0,0
3,1,12,0,0,1,0,0
4,1,27,0,0,0,1,0
4,1,21,0,0,0,1,1
7,1,18,1,0,0,0,0
3,1,21,0,0,1,0,0
4,1,33,0,0,0,1,1
10,1,15,0,1,1,0,0
4,1,31,0,0,1,0,0
10,1,0,0,1,1,0,0
3,1,19,1,0,1,0,1
5,1,11,1,0,1,0,1
9,1,9,0,1,1,0,0
4,1,13,0,0,0,0,0
6,1,34,0,0,1,0,0
4,1,26,0,0,1,0,1
7,1,13,0,0,0,1,1
6,1,25,0,0,1,0,1
9,1,0,0,0,1,0,0
10,1,0,0,1,1,0,0
3,1,32,0,0,1,0,0
8,1,0,0,0,0,0,0
9,1,3,1,0,1,0,1
6,1,24,0,0,0,1,1
6,1,24,0,0,1,0,1
6,1,24,0,0,1,0,0
5,1,41,0,0,0,0,0
6,1,13,0,0,1,0,0
5,1,30,0,0,1,0,0
5,1,28,0,0,1,0,1
4,1,27,0,0,0,1,1
5,1,14,0,0,0,1,0
6,1,31,0,0,0,0,0
6,1,19,0,0,1,0,0
7,1,33,0,0,1,0,1
7,1,2,0,1,0,0,1
10,1,0,0,0,0,0,0
8,1,19,0,0,0,1,1
6,1,17,0,0,0,1,1
8,1,6,0,0,1,0,0
4,1,30,0,0,1,0,0
1,1,26,0,0,1,0,0
3,1,29,0,0,0,0,0
3,1,39,0,0,0,0,0
4,1,28,0,0,0,0,0
5,1,20,0,0,1,0,0
6,1,13,0,0,1,0,0
5,1,23,1,0,1,0,0
4,1,11,0,0,0,1,1
9,1,2,1,0,0,1,1
4,1,36,0,0,1,0,0
3,1,35,0,0,0,0,0
2,1,37,0,0,0,1,1
3,1,46,0,0,1,0,0
2,1,38,0,0,1,0,0
4,1,27,0,0,0,1,1
5,1,25,1,0,1,0,1
6,1,1,0,1,0,0,0
6,1,40,0,0,1,0,1
7,1,1,0,1,0,1,1
5,1,4,1,0,1,0,1
8,1,9,0,0,0,0,0
6,1,23,0,0,1,0,1
11,1,3,1,0,0,0,0
9,1,2,0,1,0,0,1
4,1,39,0,0,1,0,0
6,1,1,0,1,1,0,1
10,1,1,1,0,0,1,0
9,1,9,0,0,1,0,1
4,1,37,0,0,0,0,0
5,1,29,0,0,0,0,0
7,1,1,0,0,1,0,0
4,1,30,0,0,0,1,1
5,1,16,0,0,0,1,1
6,1,6,0,0,1,0,0
7,1,12,0,1,1,0,1
4,1,39,0,0,1,0,1
4,1,26,0,0,1,0,1
10,1,5,1,0,1,0,1
6,1,21,0,0,0,0,0
5,1,30,0,0,0,0,0
7,1,22,0,0,0,0,1
4,1,32,0,0,1,0,0
5,1,41,0,0,0,0,0
3,1,25,0,0,0,0,0
14,1,0,0,0,0,1,1
2,1,23,0,0,1,0,0
4,1,37,0,0,1,0,1
4,1,24,0,0,1,0,0
7,1,39,0,0,1,0,1
10,1,0,0,1,1,0,0
2,1,34,0,0,0,1,1
4,1,32,0,0,1,0,0
5,1,40,0,0,0,0,1
5,1,33,0,0,1,0,0
6,1,3,0,0,1,0,0
8,1,2,0,1,0,0,0
6,1,25,0,0,1,0,0
2,1,34,0,0,0,0,1
2,1,24,0,0,0,1,1
9,1,4,0,0,0,0,0
3,1,32,0,0,0,1,1
9,1,6,1,0,1,0,0
4,1,17,1,0,0,0,1
3,1,46,0,0,0,1,1
3,1,40,0,0,0,0,1
9,1,1,0,0,0,0,0
7,1,17,0,0,0,0,0
4,1,40,0,0,0,0,1
6,1,34,0,0,1,0,1
5,1,26,0,0,0,0,0
6,1,19,0,0,0,0,1
8,1,26,0,0,0,0,1
5,1,32,0,0,1,0,1
7,1,11,0,0,1,0,0
7,1,40,0,0,1,0,1
4,1,33,0,0,0,1,0
3,1,28,0,0,0,0,0
7,1,19,0,0,0,0,0
4,1,38,0,0,0,0,0
3,1,27,0,0,0,1,1
6,1,14,0,1,0,0,0
4,1,46,0,0,0,0,1
8,1,2,0,0,0,0,0
3,1,32,0,0,0,0,0
6,1,24,0,0,1,0,1
9,1,12,0,0,0,0,0
8,1,16,1,0,0,0,0
5,1,43,0,0,1,0,0
5,1,16,0,0,1,0,0
6,1,25,0,0,1,0,0
6,1,29,0,0,0,1,1
5,1,23,0,0,0,0,0
7,1,43,0,0,0,1,1
5,1,40,0,0,1,0,0
3,1,46,0,0,1,0,1
6,1,44,0,0,0,0,1
8,1,0,0,1,1,0,0
10,1,6,0,0,1,0,0
4,1,32,0,0,0,1,1
5,1,37,0,0,0,1,0
8,1,8,0,0,1,0,0
2,1,33,0,0,0,0,0
4,1,22,0,0,1,0,1
6,1,18,0,0,0,0,0
7,1,14,0,0,1,0,0
6,1,16,0,0,0,1,1
6,1,17,1,0,1,0,0
9,1,3,0,1,0,0,0
10,1,1,0,0,0,1,1
4,1,30,0,0,0,1,1
5,1,22,0,0,1,0,1
10,1,16,1,0,1,0,0
8,1,25,0,0,0,0,1
9,1,12,0,0,1,0,1
5,1,24,0,0,1,0,1
5,1,19,0,0,1,0,0
4,1,31,0,0,1,0,0
3,1,32,0,0,0,1,1
2,1,33,0,0,0,0,1
11,1,3,0,0,1,0,0
8,1,4,0,0,0,0,0
3,1,28,0,0,1,0,0
3,1,29,1,0,0,0,0
2,1,37,0,0,1,0,0
4,1,24,0,0,1,0,0
5,1,29,0,0,1,0,0
4,1,37,0,0,0,1,1
4,1,23,0,0,0,1,1
5,1,19,0,0,0,0,0
8,1,4,0,0,1,0,0
4,1,12,0,0,0,0,0
5,1,26,0,0,0,0,0
5,1,12,0,1,0,1,0
7,1,13,0,0,1,0,1
7,1,23,0,0,0,1,1
8,1,3,0,0,1,0,1
2,1,38,0,0,1,0,1
8,1,2,0,0,0,1,1
5,1,37,0,0,0,0,0
4,1,39,0,0,0,1,1
6,1,11,0,0,0,1,1
7,1,1,0,0,1,0,0
7,1,10,0,0,1,0,0
6,1,24,0,0,1,0,0
6,1,32,0,0,0,0,0
5,1,40,0,0,1,0,0
10,1,6,0,0,0,0,1
8,1,10,0,0,0,0,0
7,1,14,0,0,1,0,1
8,1,8,0,0,0,0,1
3,1,44,0,0,0,0,0
8,1,28,1,0,0,1,1
5,1,1,0,0,0,0,0
10,1,6,1,0,0,0,1
5,1,17,1,0,1,0,0
8,1,1,1,0,0,0,1
10,1,0,0,1,1,0,1
7,1,0,0,0,0,0,0
9,1,26,1,0,1,0,1
2,1,16,0,0,0,1,1
6,1,23,0,0,1,0,0
3,1,33,0,0,0,0,0
7,1,12,0,0,0,1,0
5,1,16,1,0,0,1,0
8,1,2,0,1,0,1,1
6,1,38,0,0,0,1,0
6,1,31,0,0,1,0,0
6,1,5,0,0,0,0,0
8,1,36,0,0,1,0,0
1,1,36,0,0,0,1,1
7,1,8,0,0,0,1,1
5,1,21,0,0,0,0,1
8,1,9,0,0,1,0,0
7,1,21,0,0,0,1,1
7,1,2,0,0,0,0,0
8,1,8,0,0,1,0,0
7,1,25,0,0,1,0,1
3,1,19,0,0,1,0,1
8,1,2,1,0,0,0,1
7,1,23,0,0,1,0,1
8,1,37,0,0,1,0,0
4,1,42,0,0,0,0,0
6,1,39,0,0,1,0,0
9,1,7,0,0,1,0,0
4,1,19,0,0,0,0,0
5,1,40,0,0,1,0,0
4,1,28,0,0,1,0,0
3,1,12,0,0,1,0,0
8,1,11,0,0,1,0,0
6,1,24,0,0,0,1,1
8,1,17,0,0,1,0,0
5,1,32,0,0,1,0,1
3,1,45,0,0,0,1,1
5,1,23,0,0,1,0,0
7,1,0,0,0,0,0,1
9,1,4,0,0,0,0,0
5,1,26,0,0,0,1,1
6,1,21,0,0,1,0,0
4,1,26,0,0,0,1,0
8,1,0,0,1,1,0,1
5,1,20,0,0,0,1,0
7,1,1,1,0,0,1,1
3,1,34,0,0,1,0,0
3,1,17,0,0,1,0,0
5,1,30,0,0,0,0,0
6,1,23,0,0,1,0,1
7,1,22,0,0,1,0,0
3,1,38,0,0,0,0,0
3,1,30,0,0,1,0,0
2,1,33,0,0,1,0,1
7,1,23,0,0,0,1,1
6,1,32,0,0,0,1,1
1,1,34,0,0,0,1,1
8,1,1,0,0,0,1,1
5,1,31,0,0,1,0,1
5,1,15,0,0,1,0,0
4,1,37,0,0,1,0,0
4,1,17,0,0,0,1,1
5,1,28,0,0,1,0,1
6,1,16,0,0,0,0,0
5,1,21,0,0,0,1,1
5,1,22,0,0,0,0,0
9,1,2,0,0,1,0,0
5,1,28,0,0,0,1,1
10,1,9,0,0,0,1,0
6,1,10,1,0,1,0,0
3,1,26,0,0,1,0,1
7,1,36,0,0,0,1,1
3,1,39,0,0,1,0,0
4,1,23,0,0,1,0,0
8,1,0,0,0,0,1,1
4,1,37,0,0,1,0,1
5,1,30,1,0,0,0,0
7,1,12,0,0,0,0,1
6,1,36,0,0,1,0,1
8,1,22,0,0,1,0,0
5,1,15,0,0,1,0,0
9,1,1,0,0,1,0,1
5,1,37,0,0,0,1,1
6,1,40,0,0,0,1,0
7,1,25,1,0,0,0,0
3,1,32,1,0,0,1,1
13,1,0,0,0,0,1,0
6,1,19,0,0,1,0,0
6,1,42,0,0,1,0,1
5,1,33,0,0,1,0,0
11,1,0,0,0,1,0,0
3,1,29,0,0,1,0,1
5,1,24,0,0,1,0,1
10,1,1,0,0,1,0,0
5,1,30,0,0,1,0,0
4,1,30,0,0,0,0,1
10,1,0,0,0,0,0,1
6,1,9,1,0,0,0,1
6,1,8,0,1,1,0,0
7,1,32,0,0,1,0,0
3,1,21,0,0,1,0,1
10,1,1,0,1,0,0,1
4,1,42,0,0,1,0,0
4,1,36,0,0,1,0,0
9,1,2,0,1,1,0,1
8,1,45,0,0,1,0,0
6,1,26,0,0,1,0,0
3,1,42,0,0,0,1,0
6,1,33,0,0,0,0,0
4,1,29,0,0,1,0,0
5,1,21,0,0,1,0,1
4,1,35,0,0,0,0,1
7,1,17,0,0,1,0,0
3,1,43,0,0,0,1,1
10,1,10,0,0,0,1,0
5,1,26,0,0,1,0,1
6,1,19,0,0,1,0,1
5,1,7,0,1,0,1,1
4,1,37,0,0,0,0,1
5,1,25,0,0,1,0,1
5,1,35,0,0,1,0,0
9,1,1,0,1,1,0,0
7,1,6,0,0,1,0,0
5,1,36,0,0,0,1,1
3,1,16,1,0,1,0,0
5,1,42,0,0,0,0,1
3,1,36,0,0,1,0,1
3,1,39,0,0,0,1,1
3,1,40,0,0,1,0,0
9,1,4,0,1,0,1,1
5,1,24,0,0,0,0,0
7,1,18,1,0,0,1,1
6,1,29,0,0,1,0,0
4,1,33,0,0,0,1,0
6,1,9,0,0,1,0,0
5,1,32,0,0,0,1,0
9,1,14,1,0,1,0,0
9,0,0,0,0,0,0,0
4,1,27,0,0,0,0,0
7,1,2,0,1,0,0,0
5,1,41,0,0,1,0,1
5,1,36,0,0,0,1,0
6,1,29,0,0,1,0,0
4,1,18,0,0,1,0,1
8,1,16,0,0,0,0,0
5,1,33,0,0,1,0,0
8,1,14,1,0,1,0,0
6,1,2,0,1,0,0,0
7,1,2,0,0,1,0,0
6,1,39,0,0,0,0,0
7,1,21,0,0,1,0,1
8,1,8,0,0,1,0,0
6,1,40,0,0,0,1,0
8,1,40,0,0,1,0,1
8,1,21,0,0,1,0,1
5,1,39,0,0,0,1,0
5,1,32,0,0,1,0,1
9,0,0,0,0,1,0,1
3,1,34,0,0,0,0,0
9,1,2,0,1,1,0,0
10,1,8,0,1,1,0,0
4,1,34,0,0,0,0,0
6,1,18,0,0,0,1,1
9,1,19,0,0,1,0,0
4,1,23,0,0,0,1,0
5,1,31,0,0,0,0,0
5,1,30,0,0,0,0,0
6,1,16,0,0,0,0,1
4,1,32,0,0,1,0,1
5,1,1,0,0,0,0,0
6,1,31,0,0,1,0,1
5,1,36,0,0,0,0,0
6,1,30,0,0,0,1,1
4,1,29,0,0,0,0,0
8,1,12,0,0,0,1,1
7,1,17,0,0,1,0,0
5,1,18,0,0,0,0,0
4,1,27,0,0,1,0,1
2,1,27,1,0,1,0,1
6,1,36,0,0,1,0,0
7,1,16,0,0,1,0,0
6,1,25,0,0,1,0,1
9,1,0,0,0,0,1,1
6,1,19,1,0,0,1,1
2,1,29,0,0,1,0,1
7,1,7,0,0,1,0,0
9,1,2,0,0,0,1,1
2,1,18,0,0,0,1,0
11,1,1,0,1,1,0,0
6,1,18,1,0,0,1,1
6,1,21,0,0,0,1,1
10,1,3,0,0,0,1,0
7,1,27,0,0,0,1,1
7,1,29,0,0,0,0,0
4,1,28,0,0,1,0,1
5,1,38,0,0,1,0,1
8,1,11,1,0,1,0,0
7,1,8,0,0,1,0,0
6,1,27,0,0,0,0,1
3,1,26,0,0,1,0,0
7,1,11,0,0,0,0,1
4,1,37,0,0,1,0,1
11,1,3,0,0,0,0,0
5,1,36,0,0,0,0,0
10,1,4,0,0,0,0,0
5,1,31,0,0,1,0,1
7,1,27,0,0,1,0,1
10,1,8,0,0,0,1,1
7,1,8,0,0,0,0,1
5,1,29,0,0,1,0,1
8,1,8,1,0,0,0,0
4,1,24,0,0,0,0,1
6,1,40,0,0,0,0,0
5,1,36,0,0,1,0,0
3,1,30,0,0,0,0,1
3,1,34,0,0,1,0,0
6,1,1,0,0,0,1,1
4,1,33,0,0,1,0,1
4,1,28,0,0,1,0,1
8,1,9,0,0,0,1,1
4,1,19,0,0,1,0,1
7,1,3,0,0,0,1,0
5,1,30,1,0,1,0,0
6,1,14,1,0,0,0,0
8,1,21,0,0,1,0,0
7,1,6,0,1,1,0,0
6,1,27,0,0,1,0,0
4,1,35,0,0,0,1,1
7,1,5,0,0,0,1,1
6,1,0,0,0,0,0,1
8,1,10,1,0,1,0,0
7,1,10,0,0,1,0,1
4,1,26,0,0,1,0,0
5,1,31,0,0,0,0,0
3,1,26,0,0,0,0,0
5,1,24,1,0,0,1,1
5,1,17,0,0,0,0,0
8,1,28,0,0,1,0,0
5,1,18,0,0,1,0,1
3,1,37,0,0,0,1,1
8,1,2,0,1,0,0,0
6,1,14,0,0,0,1,0
9,1,9,0,0,0,1,1
6,1,18,0,0,0,0,0
6,1,25,0,0,0,1,1
8,1,5,1,0,1,0,0
3,1,41,0,0,1,0,0
3,1,33,0,0,1,0,0
6,1,44,0,0,1,0,0
8,1,1,0,0,0,0,1
5,1,24,0,0,1,0,1
3,1,36,0,0,1,0,0
7,1,25,0,0,1,0,1
6,1,8,0,0,0,0,0
10,1,1,0,0,1,0,0
7,1,27,0,0,1,0,1
7,1,12,0,0,1,0,1
7,1,6,0,0,1,0,0
6,1,18,1,0,1,0,1
8,1,25,0,0,0,1,1
5,1,33,0,0,0,1,1
5,1,18,0,0,1,0,1
7,1,16,1,0,0,0,0
5,1,36,0,0,0,1,0
3,1,44,0,0,0,1,1
8,1,10,1,0,0,0,1
3,1,29,0,0,0,0,0
2,1,29,0,0,0,0,0
6,1,27,0,0,1,0,0
6,1,26,0,0,0,0,0
6,1,20,0,0,1,0,0
6,1,19,0,0,1,0,0
5,1,30,0,0,1,0,1
7,1,18,0,0,0,0,0
4,1,29,1,0,0,0,0
2,1,39,0,0,0,0,1
6,1,13,0,0,0,1,1
6,1,13,1,0,0,1,1
3,1,23,0,0,1,0,0
6,1,11,0,0,0,0,0
5,1,32,0,0,1,0,0
9,1,13,1,0,0,0,0
6,1,40,0,0,1,0,0
6,1,25,0,0,1,0,1
6,1,23,0,0,0,1,1
4,1,19,0,0,1,0,0
9,1,2,0,0,0,0,0
9,1,1,0,0,1,0,1
5,1,13,0,0,1,0,1
4,1,28,0,0,1,0,1
7,1,25,0,0,0,0,0
3,1,28,0,0,0,1,1
6,1,18,0,0,0,0,0
4,1,34,0,0,1,0,1
3,1,34,0,0,0,0,0
6,1,42,0,0,1,0,0
9,1,0,0,0,1,0,0
8,1,0,0,1,1,0,1
5,1,12,0,0,1,0,0
6,1,14,0,0,1,0,0
8,1,7,0,0,0,1,1
6,1,1,0,0,1,0,1
4,1,40,0,0,1,0,0
10,1,2,0,0,0,0,1
7,1,3,1,0,0,0,0
5,1,22,0,0,1,0,0
3,1,23,0,0,0,0,1
5,1,12,1,0,0,1,1
8,1,22,0,0,1,0,0
6,1,21,0,0,1,0,0
8,1,21,0,0,1,0,1
9,1,3,0,1,1,0,1
6,1,6,0,0,0,1,1
6,1,14,0,0,0,1,1
6,1,16,0,0,1,0,1
4,1,17,0,0,1,0,0
8,1,2,0,0,1,0,1
8,1,5,0,0,1,0,0
4,1,16,0,0,1,0,0
6,1,38,0,0,1,0,1
7,1,23,0,0,0,0,0
7,1,30,0,0,0,0,1
7,1,29,0,0,0,1,1
2,1,28,0,0,0,0,1
7,1,6,0,1,0,0,0
3,1,35,0,0,0,0,0
6,1,37,0,0,0,1,1
7,1,23,0,0,1,0,1
5,1,37,0,0,1,0,1
3,1,44,0,0,0,0,1
4,1,29,0,0,0,1,1
8,1,37,0,0,0,1,1
2,1,26,0,0,1,0,1
6,1,29,0,0,0,1,1
8,1,11,1,0,1,0,0
4,1,32,0,0,0,1,1
3,1,17,0,0,0,1,1
5,1,21,0,0,0,0,1
7,1,16,0,0,1,0,0
4,1,37,0,0,1,0,0
7,1,2,0,0,0,1,1
8,1,1,0,1,1,0,1
5,1,27,0,0,0,0,0
9,1,24,1,0,1,0,0
4,1,18,0,0,1,0,1
7,1,20,0,0,0,1,1
5,1,10,0,0,0,0,0
7,1,2,0,1,1,0,0
6,1,9,0,0,1,0,1
5,1,27,0,0,1,0,1
6,1,13,0,0,0,0,1
5,1,27,0,0,1,0,0
3,1,24,0,0,1,0,0
6,1,36,0,0,1,0,1
6,1,3,0,0,0,1,0
9,1,0,0,1,0,0,0
4,1,10,0,1,0,1,1
6,1,20,0,0,0,1,1
3,1,14,0,0,0,1,1
3,1,26,0,0,0,0,0
3,1,17,0,0,1,0,0
5,1,21,0,0,1,0,1
7,1,15,0,0,0,0,0
9,1,15,0,1,0,0,1
2,1,15,0,0,0,1,1
9,1,8,0,0,0,0,0
6,1,31,0,0,1,0,1
11,1,0,0,0,1,0,0
8,1,9,0,0,0,1,1
4,1,18,0,0,0,1,1
7,1,4,0,0,0,1,1
8,1,18,0,0,1,0,1
11,1,2,0,0,0,1,1
4,1,44,0,0,1,0,0
8,1,6,1,0,0,0,1
5,1,35,0,0,1,0,0
6,1,14,0,1,1,0,1
9,1,1,0,1,1,0,1
8,1,1,0,0,1,0,1
6,1,6,0,0,0,0,0
5,1,42,0,0,1,0,0
5,1,30,0,0,1,0,0
5,1,28,0,0,1,0,0
3,1,38,0,0,0,0,1
4,1,27,0,0,1,0,1
2,1,16,0,0,0,0,0
7,1,3,0,0,0,1,1
6,1,17,0,0,0,1,1
6,1,41,0,0,0,0,0
8,1,5,0,0,1,0,1
6,1,7,0,0,1,0,0
10,1,4,0,0,1,0,0
8,1,10,0,0,0,0,0
5,1,40,0,0,0,0,0
4,1,29,0,0,1,0,1
5,1,24,0,0,1,0,1
9,1,1,0,1,1,0,0
6,1,15,0,0,1,0,0
12,1,0,0,0,0,0,0
3,1,26,0,0,1,0,0
8,1,5,0,1,1,0,1
8,1,0,0,0,1,0,1
6,1,13,1,0,0,1,1
4,1,39,0,0,0,0,1
7,1,28,0,0,0,1,1
3,1,32,0,0,1,0,1
5,1,16,0,0,0,0,0
5,1,29,0,0,0,0,1
4,1,35,0,0,0,0,0
9,1,10,1,0,1,0,0
6,1,2,0,1,1,0,1
7,1,0,0,0,1,0,0
6,1,14,0,0,1,0,0
4,1,12,0,0,1,0,1
6,1,16,1,0,0,0,1
5,1,35,0,0,0,1,1
4,1,32,0,0,1,0,0
6,1,33,0,0,1,0,0
9,1,7,1,0,0,1,1
4,1,34,0,0,0,0,0
2,1,26,0,0,0,0,0
3,1,33,0,0,0,0,1
4,1,15,1,0,1,0,0
5,1,19,0,0,1,0,1
6,1,15,0,0,0,1,1
9,1,2,0,0,0,1,1
9,1,3,0,0,0,0,0
2,1,36,0,0,1,0,1
5,1,44,0,0,1,0,0
11,1,3,0,0,0,0,0
2,1,39,0,0,0,1,1
9,1,1,0,0,0,1,0
8,1,11,0,1,1,0,0
6,1,0,0,0,1,0,1
4,1,20,0,0,0,0,0
7,1,11,1,0,0,1,1
7,1,5,1,0,1,0,0
5,1,16,0,0,0,0,0
6,1,17,0,0,1,0,1
7,1,39,0,0,1,0,1
3,1,27,0,0,1,0,1
7,1,27,0,0,0,1,1
