,count_1,routine_flg,period,is_deleted,campaign_name_入会費半額,campaign_name_入会費無料,class_name_オールタイム,class_name_デイタイム,gender_F
542,6.0,1.0,7,0.0,0,0,1,0,0
543,6.0,1.0,21,0.0,0,0,0,1,1
544,8.0,1.0,4,0.0,0,0,0,0,1
545,6.0,1.0,35,0.0,0,0,1,0,0
546,6.0,1.0,36,0.0,0,0,0,0,1
547,8.0,1.0,12,0.0,0,0,1,0,0
548,3.0,1.0,38,0.0,0,0,1,0,0
550,7.0,1.0,6,0.0,0,0,0,0,0
551,6.0,1.0,21,0.0,0,0,1,0,1
552,3.0,1.0,34,0.0,0,0,1,0,1
553,5.0,1.0,39,0.0,0,0,1,0,1
554,6.0,1.0,13,0.0,0,0,1,0,1
555,6.0,1.0,18,0.0,0,0,0,1,1
556,8.0,1.0,9,0.0,0,0,0,1,1
557,9.0,1.0,2,0.0,0,0,0,0,1
558,9.0,1.0,3,0.0,0,0,1,0,0
559,9.0,1.0,6,0.0,0,0,1,0,0
560,4.0,1.0,41,0.0,0,0,1,0,1
561,5.0,1.0,16,0.0,0,0,0,0,0
562,9.0,1.0,3,0.0,0,0,1,0,0
563,7.0,1.0,32,0.0,1,0,0,1,1
564,4.0,1.0,20,0.0,0,0,0,1,1
565,9.0,1.0,7,0.0,0,0,1,0,0
566,7.0,1.0,20,0.0,0,0,1,0,1
567,4.0,1.0,20,0.0,0,0,0,0,0
568,11.0,1.0,0,0.0,1,0,0,0,1
569,5.0,1.0,34,0.0,0,0,0,1,1
570,7.0,1.0,15,0.0,0,0,1,0,0
571,7.0,1.0,5,0.0,0,1,1,0,1
572,9.0,1.0,2,0.0,0,0,1,0,0
573,7.0,1.0,5,0.0,0,0,0,0,0
574,7.0,1.0,25,0.0,0,0,1,0,0
575,7.0,1.0,23,0.0,0,0,0,0,0
576,6.0,1.0,10,0.0,0,0,0,1,1
577,10.0,1.0,2,0.0,0,0,1,0,0
578,7.0,1.0,3,0.0,0,0,1,0,0
579,5.0,1.0,35,0.0,0,0,1,0,0
580,2.0,1.0,29,0.0,0,0,0,0,1
581,7.0,1.0,22,0.0,0,0,0,0,1
582,6.0,1.0,18,0.0,0,0,0,1,1
583,6.0,1.0,28,0.0,0,0,1,0,0
584,9.0,1.0,8,0.0,0,1,1,0,0
585,6.0,1.0,0,0.0,0,0,1,0,1
586,4.0,1.0,29,0.0,0,0,0,0,0
587,5.0,1.0,14,0.0,0,0,1,0,0
588,5.0,1.0,20,0.0,0,0,0,0,1
589,9.0,1.0,14,0.0,0,0,1,0,1
590,6.0,1.0,20,0.0,0,0,0,1,1
591,2.0,1.0,33,0.0,0,0,1,0,1
592,9.0,1.0,0,0.0,1,0,0,1,1
593,4.0,1.0,26,0.0,0,0,0,0,1
594,4.0,1.0,39,0.0,0,0,1,0,0
595,7.0,1.0,8,0.0,0,1,0,1,1
596,4.0,1.0,39,0.0,0,0,1,0,1
597,7.0,1.0,22,0.0,0,0,0,1,1
598,9.0,1.0,6,0.0,0,1,1,0,0
599,4.0,1.0,14,0.0,0,1,0,0,0
600,3.0,1.0,45,0.0,0,0,1,0,0
601,5.0,1.0,30,0.0,0,0,1,0,0
602,4.0,1.0,28,0.0,0,0,0,0,0
603,10.0,1.0,11,0.0,0,0,0,0,0
604,2.0,1.0,38,0.0,0,0,1,0,0
605,4.0,1.0,29,0.0,0,0,1,0,1
606,8.0,1.0,0,0.0,0,0,0,0,0
607,3.0,1.0,32,0.0,0,0,1,0,1
608,7.0,1.0,11,0.0,0,0,1,0,0
609,3.0,1.0,17,0.0,1,0,0,1,1
610,6.0,1.0,38,0.0,0,0,1,0,0
611,5.0,1.0,32,0.0,0,0,0,1,1
612,7.0,1.0,11,0.0,1,0,1,0,1
613,9.0,1.0,9,0.0,0,1,0,1,1
614,3.0,1.0,14,0.0,0,0,0,1,1
615,5.0,1.0,38,0.0,0,0,0,1,1
616,3.0,1.0,38,0.0,0,0,0,1,1
617,6.0,1.0,32,0.0,0,0,0,1,1
618,2.0,1.0,14,0.0,0,0,0,0,1
619,6.0,1.0,7,0.0,0,0,1,0,0
620,6.0,1.0,16,0.0,0,0,1,0,1
621,2.0,1.0,18,0.0,0,0,1,0,0
622,5.0,1.0,19,0.0,0,0,1,0,1
623,3.0,1.0,27,0.0,0,0,1,0,1
624,4.0,1.0,26,0.0,0,0,0,0,0
625,2.0,1.0,32,0.0,0,0,1,0,1
626,4.0,1.0,17,0.0,0,0,1,0,0
627,6.0,1.0,21,0.0,0,0,1,0,0
628,4.0,1.0,24,0.0,0,0,0,0,0
629,5.0,1.0,31,0.0,0,0,0,0,1
630,7.0,1.0,24,0.0,0,0,1,0,1
631,5.0,1.0,32,0.0,0,0,0,0,0
632,9.0,1.0,8,0.0,0,1,1,0,0
633,6.0,1.0,15,0.0,1,0,0,1,1
634,4.0,1.0,12,0.0,0,0,0,0,0
635,8.0,1.0,16,0.0,0,0,1,0,0
636,5.0,1.0,26,0.0,1,0,1,0,0
638,6.0,1.0,32,0.0,0,0,0,1,1
639,4.0,1.0,17,0.0,0,0,0,0,0
640,5.0,1.0,34,0.0,0,0,0,0,0
641,6.0,1.0,42,0.0,0,0,0,1,1
642,5.0,1.0,22,0.0,0,0,1,0,1
643,4.0,1.0,29,0.0,0,0,1,0,1
644,5.0,1.0,38,0.0,0,0,1,0,1
645,8.0,1.0,2,0.0,0,0,1,0,0
646,7.0,1.0,20,0.0,0,0,1,0,1
647,11.0,1.0,1,0.0,0,0,0,0,0
648,6.0,1.0,11,0.0,0,0,0,1,1
649,6.0,1.0,15,0.0,0,0,1,0,0
650,5.0,1.0,4,0.0,0,1,1,0,1
651,6.0,1.0,36,0.0,0,0,0,1,1
652,6.0,1.0,18,0.0,1,0,1,0,0
653,6.0,1.0,3,0.0,0,0,0,1,1
654,4.0,1.0,34,0.0,0,0,1,0,0
655,8.0,1.0,24,0.0,0,0,0,0,0
656,4.0,1.0,39,0.0,0,0,0,1,1
657,7.0,1.0,5,0.0,0,0,1,0,0
658,8.0,1.0,5,0.0,0,0,0,0,1
659,3.0,1.0,18,0.0,0,0,1,0,0
660,6.0,1.0,19,0.0,0,0,1,0,0
661,7.0,1.0,25,0.0,1,0,1,0,0
662,4.0,1.0,8,0.0,1,0,0,1,0
663,6.0,1.0,24,0.0,0,0,1,0,0
664,6.0,1.0,41,0.0,0,0,1,0,1
665,4.0,1.0,29,0.0,0,0,1,0,1
666,5.0,1.0,16,0.0,0,0,1,0,0
667,8.0,1.0,22,0.0,0,0,0,1,1
668,4.0,1.0,32,0.0,0,0,1,0,1
669,3.0,1.0,28,0.0,0,0,0,0,0
670,4.0,1.0,35,0.0,0,0,0,1,1
671,4.0,1.0,33,0.0,0,0,1,0,0
672,7.0,1.0,36,0.0,0,0,1,0,0
673,5.0,1.0,29,0.0,0,0,1,0,0
674,3.0,1.0,27,0.0,0,0,0,1,1
675,8.0,1.0,6,0.0,0,0,1,0,0
676,4.0,1.0,34,0.0,0,0,0,0,0
677,9.0,1.0,23,0.0,0,0,0,0,0
678,4.0,1.0,29,0.0,0,0,1,0,0
679,4.0,1.0,20,0.0,0,0,0,0,0
680,4.0,1.0,41,0.0,0,0,1,0,0
681,9.0,1.0,21,0.0,0,0,1,0,1
682,6.0,1.0,18,0.0,1,0,0,1,1
683,8.0,1.0,30,0.0,0,0,0,1,0
684,5.0,1.0,15,0.0,1,0,0,0,0
685,7.0,1.0,9,0.0,0,0,0,0,0
686,8.0,1.0,9,0.0,0,0,1,0,0
687,6.0,1.0,25,0.0,0,0,0,1,0
688,7.0,1.0,18,0.0,1,0,0,1,1
689,3.0,1.0,17,0.0,0,0,1,0,0
690,7.0,1.0,12,0.0,0,0,1,0,0
691,4.0,1.0,17,0.0,0,0,1,0,1
692,3.0,1.0,25,0.0,0,0,1,0,1
693,8.0,1.0,6,0.0,0,0,0,1,1
694,5.0,1.0,41,0.0,0,0,0,0,1
695,1.0,1.0,36,0.0,0,0,0,1,1
696,6.0,1.0,41,0.0,0,0,1,0,0
697,3.0,1.0,26,0.0,0,0,0,1,1
698,3.0,1.0,24,0.0,0,0,1,0,0
699,5.0,1.0,8,0.0,0,0,0,1,1
700,5.0,1.0,15,0.0,0,0,1,0,0
701,5.0,1.0,23,0.0,0,0,0,1,1
702,3.0,1.0,27,0.0,0,0,0,0,1
703,3.0,1.0,31,0.0,0,0,1,0,1
704,5.0,1.0,40,0.0,0,0,1,0,1
705,9.0,1.0,3,0.0,0,0,1,0,0
706,3.0,1.0,40,0.0,0,0,1,0,0
707,6.0,1.0,16,0.0,0,0,0,0,0
708,4.0,1.0,43,0.0,0,0,1,0,0
709,4.0,1.0,38,0.0,0,0,1,0,0
710,6.0,1.0,18,0.0,0,0,1,0,0
711,2.0,1.0,32,0.0,0,0,1,0,1
712,4.0,1.0,39,0.0,0,0,0,1,1
713,1.0,1.0,26,0.0,0,0,1,0,0
714,5.0,1.0,31,0.0,0,0,0,0,0
715,8.0,1.0,7,0.0,0,0,0,1,0
716,7.0,1.0,9,0.0,0,0,0,1,1
717,7.0,1.0,23,0.0,0,0,0,1,1
718,4.0,1.0,26,0.0,0,0,0,0,0
719,5.0,1.0,35,0.0,0,0,0,0,0
720,4.0,1.0,29,0.0,0,0,1,0,0
721,4.0,1.0,26,0.0,0,0,0,1,1
722,6.0,1.0,16,0.0,0,0,0,1,1
723,4.0,1.0,15,0.0,0,0,1,0,0
724,1.0,1.0,33,0.0,0,0,0,0,1
725,4.0,1.0,9,0.0,0,0,0,1,0
726,5.0,1.0,42,0.0,0,0,1,0,1
727,5.0,1.0,1,0.0,0,1,0,0,0
728,8.0,1.0,3,0.0,0,0,0,0,0
729,6.0,1.0,8,0.0,0,0,0,0,0
730,8.0,1.0,1,0.0,0,0,0,1,1
731,6.0,1.0,44,0.0,0,0,0,0,1
732,7.0,1.0,13,0.0,1,0,0,0,0
733,5.0,1.0,27,0.0,0,0,1,0,1
734,5.0,1.0,30,0.0,0,0,0,0,0
735,5.0,1.0,28,0.0,0,0,1,0,1
736,4.0,1.0,30,0.0,0,0,1,0,0
737,6.0,1.0,11,0.0,0,0,1,0,0
738,6.0,1.0,33,0.0,0,0,1,0,0
739,3.0,1.0,35,0.0,0,0,1,0,1
740,4.0,1.0,29,0.0,0,0,0,0,1
741,5.0,1.0,10,0.0,0,0,0,0,1
742,4.0,1.0,32,0.0,0,0,1,0,1
743,8.0,1.0,24,0.0,0,0,0,0,0
744,8.0,1.0,0,0.0,0,0,1,0,0
745,5.0,1.0,12,0.0,1,0,1,0,0
747,4.0,1.0,11,0.0,0,0,1,0,0
748,4.0,1.0,14,0.0,0,0,0,0,1
749,9.0,1.0,8,0.0,0,0,0,0,0
750,3.0,1.0,27,0.0,0,0,1,0,0
751,7.0,1.0,21,0.0,0,0,1,0,1
752,5.0,1.0,14,0.0,0,1,1,0,0
753,7.0,1.0,30,0.0,0,0,0,0,1
754,2.0,1.0,32,0.0,0,0,0,0,0
755,8.0,1.0,16,0.0,0,0,0,0,0
756,5.0,1.0,6,0.0,0,0,0,0,0
757,8.0,1.0,2,0.0,1,0,1,0,0
758,5.0,1.0,16,0.0,0,0,0,1,0
759,5.0,1.0,31,0.0,1,0,1,0,0
760,2.0,1.0,30,0.0,0,0,1,0,1
761,4.0,1.0,15,0.0,0,0,0,0,0
762,3.0,1.0,14,0.0,0,0,0,1,1
764,4.0,1.0,34,0.0,0,0,0,0,1
765,6.0,1.0,35,0.0,0,0,1,0,0
766,6.0,1.0,26,0.0,0,0,1,0,0
767,5.0,1.0,31,0.0,0,0,0,0,0
768,8.0,1.0,3,0.0,0,0,0,0,0
769,5.0,1.0,35,0.0,0,0,0,0,1
770,6.0,1.0,31,0.0,0,0,1,0,0
771,6.0,1.0,20,0.0,0,0,0,1,1
772,4.0,1.0,13,0.0,1,0,1,0,1
773,9.0,1.0,7,0.0,0,1,0,1,0
774,6.0,1.0,25,0.0,0,0,0,1,1
775,5.0,1.0,35,0.0,0,0,1,0,1
776,4.0,1.0,43,0.0,0,0,0,1,1
777,7.0,1.0,0,0.0,0,0,1,0,1
778,6.0,1.0,18,0.0,0,0,0,0,0
779,3.0,1.0,28,0.0,0,0,1,0,0
780,7.0,1.0,24,0.0,0,0,0,1,1
781,7.0,1.0,10,0.0,0,1,1,0,1
782,3.0,1.0,36,0.0,0,0,0,0,0
783,6.0,1.0,23,0.0,0,0,0,0,1
784,10.0,1.0,2,0.0,0,0,0,0,1
785,3.0,1.0,33,0.0,0,0,0,1,0
786,4.0,1.0,11,0.0,0,0,0,0,0
787,8.0,1.0,25,0.0,1,0,1,0,1
788,6.0,1.0,38,0.0,0,0,1,0,0
789,8.0,1.0,12,0.0,0,0,1,0,1
790,4.0,1.0,21,0.0,0,0,1,0,0
791,6.0,1.0,35,0.0,0,0,1,0,1
792,6.0,1.0,13,0.0,0,1,0,1,1
793,8.0,1.0,8,0.0,0,0,1,0,0
794,7.0,1.0,32,0.0,0,0,0,0,0
795,3.0,1.0,31,0.0,0,0,1,0,0
796,6.0,1.0,38,0.0,0,0,0,0,0
797,6.0,1.0,6,0.0,1,0,1,0,1
798,3.0,1.0,39,0.0,0,0,0,1,0
799,7.0,1.0,23,0.0,0,0,1,0,1
800,9.0,1.0,2,0.0,0,0,1,0,0
801,4.0,1.0,27,0.0,0,0,0,0,0
802,5.0,1.0,20,0.0,0,0,1,0,1
803,3.0,1.0,22,0.0,1,0,0,1,1
804,9.0,1.0,17,0.0,0,0,0,0,0
805,6.0,1.0,31,0.0,1,0,0,1,1
806,8.0,1.0,8,0.0,0,0,1,0,0
807,8.0,1.0,36,0.0,0,0,0,0,0
809,3.0,1.0,26,0.0,0,0,0,1,1
810,5.0,1.0,32,0.0,0,0,0,1,0
812,6.0,1.0,37,0.0,0,0,0,1,0
814,4.0,1.0,15,0.0,0,0,0,0,0
815,6.0,1.0,17,0.0,1,0,0,1,1
816,7.0,1.0,25,0.0,1,0,0,0,0
817,5.0,1.0,42,0.0,0,0,1,0,0
818,6.0,1.0,5,0.0,0,1,1,0,0
819,5.0,1.0,17,0.0,0,0,0,0,1
820,4.0,1.0,31,0.0,0,0,1,0,1
821,8.0,1.0,23,0.0,0,0,0,1,1
823,3.0,1.0,33,0.0,0,0,1,0,1
824,9.0,1.0,0,0.0,0,0,0,0,0
825,4.0,1.0,26,0.0,0,0,1,0,0
826,8.0,1.0,24,0.0,0,0,1,0,0
827,5.0,1.0,25,0.0,0,0,1,0,1
828,7.0,1.0,14,0.0,1,0,0,0,0
829,7.0,1.0,26,0.0,0,0,0,0,1
830,3.0,1.0,33,0.0,0,0,1,0,0
831,6.0,1.0,8,0.0,0,0,0,0,0
832,3.0,1.0,38,0.0,0,0,1,0,0
833,3.0,1.0,23,0.0,0,0,1,0,0
834,8.0,1.0,9,0.0,0,0,0,0,0
835,4.0,1.0,17,0.0,0,0,1,0,0
836,11.0,1.0,2,0.0,0,0,0,0,0
837,4.0,1.0,39,0.0,0,0,1,0,0
838,3.0,1.0,25,0.0,0,0,1,0,0
839,7.0,1.0,6,0.0,0,0,1,0,0
840,8.0,1.0,3,0.0,0,0,0,0,0
841,8.0,1.0,11,0.0,0,0,0,0,0
842,6.0,1.0,36,0.0,0,0,0,1,1
843,8.0,1.0,4,0.0,0,0,0,1,1
844,5.0,1.0,26,0.0,0,0,1,0,1
845,2.0,1.0,36,0.0,0,0,1,0,0
846,3.0,1.0,44,0.0,0,0,1,0,0
847,4.0,1.0,31,0.0,0,0,1,0,0
848,2.0,1.0,26,0.0,0,0,0,0,0
849,1.0,1.0,26,0.0,0,0,0,0,0
850,9.0,1.0,1,0.0,0,1,1,0,1
851,8.0,1.0,24,0.0,0,0,0,1,1
852,4.0,1.0,35,0.0,0,0,1,0,0
853,4.0,1.0,44,0.0,0,0,0,0,0
854,7.0,1.0,7,0.0,0,1,0,1,1
855,5.0,1.0,36,0.0,0,0,1,0,1
856,6.0,1.0,7,0.0,0,0,0,0,1
857,6.0,1.0,12,0.0,1,0,0,0,1
858,6.0,1.0,23,0.0,1,0,0,0,0
859,5.0,1.0,28,0.0,0,0,0,0,0
860,8.0,1.0,1,0.0,0,0,0,0,0
861,3.0,1.0,14,0.0,0,0,1,0,0
862,6.0,1.0,22,0.0,0,0,0,1,1
863,9.0,1.0,3,0.0,0,0,1,0,1
864,5.0,1.0,22,0.0,0,0,1,0,1
865,8.0,1.0,22,0.0,1,0,0,0,1
866,4.0,1.0,28,0.0,1,0,1,0,1
868,11.0,1.0,5,0.0,0,0,0,1,1
869,6.0,1.0,24,0.0,0,0,0,1,1
870,4.0,1.0,36,0.0,0,0,1,0,0
871,6.0,1.0,36,0.0,0,0,0,1,1
872,3.0,1.0,41,0.0,0,0,1,0,1
873,6.0,1.0,40,0.0,0,0,1,0,1
874,2.0,1.0,26,0.0,0,0,1,0,1
875,4.0,1.0,36,0.0,0,0,1,0,1
876,7.0,1.0,19,0.0,1,0,0,1,0
877,7.0,1.0,19,0.0,0,0,0,0,1
878,4.0,1.0,38,0.0,0,0,1,0,1
879,4.0,1.0,35,0.0,0,0,1,0,1
880,3.0,1.0,11,0.0,1,0,1,0,0
881,6.0,1.0,1,0.0,0,1,1,0,1
882,8.0,1.0,6,0.0,0,1,1,0,1
883,6.0,1.0,26,0.0,0,0,1,0,1
884,2.0,1.0,23,0.0,0,0,0,0,0
885,4.0,1.0,38,0.0,0,0,0,1,1
886,6.0,1.0,19,0.0,1,0,1,0,0
887,5.0,1.0,41,0.0,0,0,1,0,0
888,11.0,1.0,0,0.0,0,0,1,0,1
889,8.0,1.0,15,0.0,0,0,0,0,0
890,7.0,1.0,19,0.0,0,0,0,0,1
891,5.0,1.0,34,0.0,0,0,1,0,0
892,5.0,1.0,42,0.0,0,0,0,0,1
893,7.0,1.0,14,0.0,0,0,0,1,1
894,7.0,1.0,3,0.0,0,0,0,1,1
895,10.0,1.0,0,0.0,0,0,0,0,0
896,6.0,1.0,8,0.0,0,0,1,0,1
897,7.0,1.0,19,0.0,0,0,0,1,1
898,7.0,1.0,23,0.0,0,0,0,0,0
899,7.0,1.0,5,0.0,1,0,1,0,0
900,4.0,1.0,37,0.0,0,0,0,0,0
901,7.0,1.0,30,0.0,0,0,1,0,0
902,5.0,1.0,19,0.0,0,0,1,0,1
903,8.0,1.0,3,0.0,0,0,1,0,1
904,7.0,1.0,11,0.0,0,1,1,0,1
906,5.0,1.0,35,0.0,0,0,0,1,1
907,5.0,1.0,15,0.0,0,0,1,0,0
908,2.0,1.0,27,0.0,0,0,1,0,0
909,7.0,1.0,17,0.0,0,0,1,0,0
910,3.0,1.0,43,0.0,0,0,0,1,1
911,9.0,1.0,6,0.0,1,0,1,0,0
912,5.0,1.0,27,0.0,0,0,1,0,1
913,12.0,1.0,4,0.0,0,0,1,0,0
914,7.0,1.0,10,0.0,0,0,1,0,0
915,4.0,1.0,30,0.0,0,0,0,0,0
916,2.0,1.0,44,0.0,0,0,0,1,0
917,5.0,1.0,33,0.0,0,0,0,0,0
918,7.0,1.0,6,0.0,0,0,0,1,1
920,5.0,1.0,25,0.0,0,0,1,0,1
921,5.0,1.0,40,0.0,0,0,1,0,1
922,3.0,1.0,34,0.0,0,0,1,0,0
923,4.0,1.0,22,0.0,0,0,0,0,0
924,7.0,1.0,22,0.0,0,0,0,0,1
925,5.0,1.0,14,0.0,0,0,0,1,1
926,6.0,1.0,11,0.0,0,0,0,0,1
927,6.0,1.0,16,0.0,1,0,1,0,0
928,2.0,1.0,38,0.0,0,0,1,0,1
929,7.0,1.0,10,0.0,0,1,1,0,1
930,6.0,1.0,4,0.0,0,0,0,0,0
931,3.0,1.0,25,0.0,0,0,0,0,0
932,6.0,1.0,7,0.0,0,0,0,0,0
933,5.0,1.0,17,0.0,0,0,1,0,0
934,6.0,1.0,20,0.0,1,0,1,0,1
935,8.0,1.0,25,0.0,0,0,0,1,1
936,6.0,1.0,23,0.0,0,0,1,0,1
937,8.0,1.0,2,0.0,1,0,0,0,1
938,2.0,1.0,23,0.0,0,0,0,0,0
939,10.0,1.0,1,0.0,0,1,1,0,1
940,8.0,1.0,34,0.0,0,0,0,1,1
941,3.0,1.0,23,0.0,0,0,0,1,1
942,6.0,1.0,24,0.0,0,0,1,0,1
943,6.0,1.0,30,0.0,0,0,1,0,1
944,9.0,1.0,11,0.0,0,0,1,0,0
945,3.0,1.0,12,0.0,0,0,1,0,1
946,5.0,1.0,24,0.0,1,0,0,0,0
947,5.0,1.0,29,0.0,0,0,0,1,1
948,3.0,1.0,16,0.0,0,0,0,0,1
949,5.0,1.0,26,0.0,0,0,1,0,0
950,7.0,1.0,34,0.0,0,0,1,0,1
951,3.0,1.0,23,0.0,0,0,1,0,0
952,4.0,1.0,18,0.0,1,0,1,0,0
953,4.0,1.0,39,0.0,0,0,1,0,1
954,3.0,1.0,28,0.0,0,0,1,0,0
955,9.0,1.0,5,0.0,0,0,0,0,0
956,2.0,1.0,34,0.0,0,0,1,0,0
957,8.0,1.0,11,0.0,0,0,0,0,0
958,9.0,1.0,1,0.0,1,0,1,0,1
959,3.0,1.0,30,0.0,0,0,1,0,1
960,3.0,1.0,19,0.0,1,0,1,0,1
961,6.0,1.0,25,0.0,0,0,0,1,1
962,4.0,1.0,23,0.0,0,0,1,0,1
963,8.0,1.0,19,0.0,0,0,1,0,1
964,6.0,1.0,24,0.0,0,0,1,0,0
965,4.0,1.0,10,0.0,0,0,1,0,1
966,5.0,1.0,6,0.0,0,0,1,0,1
967,6.0,1.0,22,0.0,0,0,0,0,0
968,10.0,1.0,8,0.0,0,0,1,0,0
969,9.0,1.0,0,0.0,0,0,0,0,0
970,6.0,1.0,18,0.0,0,0,0,1,1
971,8.0,1.0,30,0.0,0,0,1,0,1
972,6.0,1.0,37,0.0,0,0,0,1,1
973,1.0,1.0,30,0.0,0,0,1,0,1
974,4.0,1.0,12,0.0,0,0,1,0,0
975,4.0,1.0,32,0.0,0,0,1,0,1
976,5.0,1.0,23,0.0,0,0,1,0,0
977,8.0,1.0,0,0.0,0,1,1,0,0
978,6.0,1.0,17,0.0,0,0,1,0,0
979,7.0,1.0,2,0.0,0,0,1,0,0
980,9.0,1.0,23,0.0,0,0,1,0,0
981,3.0,1.0,35,0.0,0,0,0,0,0
982,5.0,1.0,35,0.0,0,0,0,0,1
983,2.0,1.0,19,0.0,0,0,1,0,0
984,5.0,1.0,20,0.0,0,0,0,0,0
985,5.0,1.0,36,0.0,0,0,0,1,1
986,9.0,1.0,6,0.0,0,0,0,1,0
987,5.0,1.0,18,0.0,0,0,1,0,1
988,7.0,1.0,14,0.0,0,0,1,0,1
989,3.0,1.0,40,0.0,0,0,0,1,1
990,5.0,1.0,32,0.0,0,0,1,0,0
991,3.0,1.0,29,0.0,0,0,0,0,1
992,7.0,1.0,16,0.0,0,0,1,0,0
993,4.0,1.0,41,0.0,0,0,1,0,0
994,4.0,1.0,12,0.0,0,0,0,1,1
995,6.0,1.0,21,0.0,0,0,0,0,0
996,8.0,1.0,26,0.0,0,0,1,0,1
997,6.0,1.0,21,0.0,0,0,0,1,1
998,7.0,1.0,11,0.0,0,0,1,0,0
999,10.0,1.0,0,0.0,0,0,0,0,0
1000,8.0,1.0,3,0.0,0,1,0,0,1
1001,5.0,1.0,35,0.0,0,0,0,0,1
1002,6.0,1.0,5,0.0,0,1,1,0,1
1003,6.0,1.0,34,0.0,0,0,1,0,1
1004,5.0,1.0,39,0.0,0,0,1,0,1
1005,6.0,1.0,24,0.0,0,0,0,1,1
1006,8.0,1.0,10,0.0,0,0,0,0,1
1007,3.0,1.0,41,0.0,0,0,1,0,0
1008,7.0,1.0,4,0.0,0,0,1,0,0
1009,3.0,1.0,26,0.0,0,0,1,0,0
1010,7.0,1.0,13,0.0,0,0,0,1,1
1011,4.0,1.0,22,0.0,0,0,1,0,1
1012,7.0,1.0,19,0.0,0,0,1,0,0
1013,5.0,1.0,24,0.0,1,0,0,1,1
1014,6.0,1.0,18,0.0,0,0,1,0,1
1015,8.0,1.0,8,0.0,1,0,1,0,0
1016,8.0,1.0,1,0.0,0,0,0,1,1
1017,12.0,1.0,0,0.0,0,0,1,0,0
1018,4.0,1.0,40,0.0,0,0,1,0,0
1019,4.0,1.0,15,0.0,1,0,0,0,1
1020,8.0,1.0,20,0.0,0,0,0,1,1
1021,7.0,1.0,18,0.0,0,0,1,0,1
1022,8.0,1.0,3,0.0,1,0,1,0,1
1023,7.0,1.0,34,0.0,0,0,0,1,1
1024,8.0,1.0,16,0.0,1,0,0,1,1
1025,4.0,1.0,14,0.0,0,0,0,0,0
1026,5.0,1.0,24,0.0,0,0,0,1,0
1027,4.0,1.0,39,0.0,0,0,1,0,0
1028,4.0,1.0,33,0.0,0,0,0,1,1
1029,3.0,1.0,36,0.0,0,0,1,0,0
1030,6.0,1.0,19,0.0,1,0,1,0,0
1031,6.0,1.0,10,0.0,0,0,0,0,0
1032,7.0,1.0,6,0.0,0,0,1,0,0
1033,4.0,1.0,36,0.0,0,0,1,0,0
1034,4.0,1.0,30,0.0,0,0,0,1,1
1035,8.0,1.0,6,0.0,0,0,1,0,1
1036,8.0,1.0,5,0.0,0,1,1,0,0
1037,7.0,1.0,11,0.0,0,0,0,0,0
1038,6.0,1.0,7,0.0,0,0,0,0,1
1039,4.0,1.0,37,0.0,0,0,0,0,1
1041,5.0,1.0,26,0.0,0,0,1,0,0
1042,5.0,1.0,30,0.0,0,0,1,0,1
1043,7.0,1.0,33,0.0,0,0,0,1,1
1044,3.0,1.0,17,0.0,0,0,1,0,1
1045,4.0,1.0,39,0.0,0,0,1,0,0
1046,7.0,1.0,2,0.0,0,0,0,1,1
1047,6.0,1.0,20,0.0,0,0,1,0,1
1048,5.0,1.0,37,0.0,0,0,0,0,0
1049,7.0,1.0,17,0.0,0,0,0,1,1
1050,10.0,1.0,3,0.0,0,0,1,0,0
1051,3.0,1.0,17,0.0,0,0,1,0,1
1052,7.0,1.0,15,0.0,0,1,1,0,0
1053,8.0,1.0,5,0.0,0,0,1,0,0
1054,6.0,1.0,41,0.0,0,0,0,0,1
1055,1.0,1.0,32,0.0,0,0,0,0,1
1056,6.0,1.0,15,0.0,0,0,0,0,0
1057,7.0,1.0,14,0.0,0,1,0,0,0
1058,3.0,1.0,41,0.0,0,0,1,0,1
1059,9.0,1.0,6,0.0,1,0,0,1,1
1060,7.0,1.0,13,0.0,0,0,0,1,1
1062,8.0,1.0,30,0.0,0,0,0,0,0
1064,8.0,1.0,15,0.0,0,0,1,0,0
1065,5.0,1.0,0,0.0,0,0,0,0,0
1066,8.0,1.0,2,0.0,1,0,0,0,0
1067,2.0,1.0,30,0.0,0,0,0,0,0
1068,5.0,1.0,34,0.0,0,0,1,0,0
1069,8.0,1.0,12,0.0,0,0,0,0,0
1070,6.0,1.0,19,0.0,0,0,1,0,1
1071,4.0,1.0,24,0.0,0,0,0,0,1
1072,3.0,1.0,37,0.0,0,0,0,1,1
1073,7.0,1.0,33,0.0,0,0,1,0,1
1074,8.0,1.0,12,0.0,0,0,1,0,0
1075,9.0,1.0,3,0.0,0,0,0,1,0
1076,8.0,1.0,16,0.0,0,0,0,0,0
1077,2.0,1.0,30,0.0,0,0,0,1,1
1078,7.0,1.0,17,0.0,0,0,0,0,0
1079,6.0,1.0,13,0.0,1,0,1,0,0
1080,8.0,1.0,10,0.0,0,0,0,1,0
1081,10.0,1.0,5,0.0,0,1,0,0,0
1082,5.0,1.0,34,0.0,0,0,1,0,1
1084,6.0,1.0,3,0.0,0,0,0,1,1
1085,5.0,1.0,20,0.0,0,0,1,0,1
1086,5.0,1.0,33,0.0,0,0,1,0,0
1087,4.0,1.0,22,0.0,0,0,1,0,0
1088,3.0,1.0,42,0.0,0,0,1,0,1
